Pitch,Velocity,Position,Length
45,104,0.0,0.059
47,108,0.0,0.523
49,116,0.5,0.188
47,100,0.75,0.259
49,100,1.0,0.234
51,72,1.25,0.282
54,97,1.5,0.332
56,116,2.5,0.344
54,94,2.75,0.263
49,112,3.5,0.271
47,96,3.75,0.25
