Pitch,Velocity,Position,Length
52,94,0.0,0.057
49,118,0.0,0.225
47,106,0.25,0.23
45,106,0.5,0.23
44,118,0.75,0.275
47,108,1.5,0.223
45,95,1.75,0.234
47,96,2.0,0.248
49,98,2.25,0.292
52,100,2.5,0.321
54,116,3.5,0.39
52,104,3.75,0.25
