Pitch,Velocity,Position,Length
52,86,0.0,0.117
54,97,0.0,0.717
52,90,0.75,0.363
49,79,1.5,0.153
52,77,2.0,0.178
54,116,2.25,0.844
52,109,3.0,0.271
49,109,3.5,0.248
52,94,3.75,0.25
