Pitch,Velocity,Position,Length
47,99,0.0,0.013
52,103,0.0,0.25
49,114,0.25,0.238
47,107,0.5,0.198
44,116,0.75,0.203
40,114,1.0,0.234
40,109,2.5,0.163
40,110,2.75,0.153
40,118,3.0,0.34
42,105,3.5,0.107
42,109,3.75,0.132
