Pitch,Velocity,Position,Length
49,84,0.0,0.038
51,80,0.0,0.157
54,84,0.25,0.086
54,98,0.5,0.113
54,71,0.75,0.184
56,94,1.0,0.257
54,51,1.25,0.3
51,87,1.5,0.132
54,109,2.0,0.417
52,106,3.0,0.719
53,92,3.75,0.246
