Pitch,Velocity,Position,Length
52,93,0.0,0.234
59,94,0.25,0.236
52,115,0.5,0.321
59,112,1.5,0.28
61,111,1.75,0.275
62,80,2.0,0.25
61,118,2.25,0.205
59,86,2.5,0.228
52,96,2.75,0.267
54,111,3.5,0.209
52,98,3.75,0.25
