Pitch,Velocity,Position,Length
52,90,0.0,0.33
51,97,0.25,0.25
49,112,0.5,0.196
45,104,0.75,0.246
42,100,1.0,0.24
51,101,2.0,0.411
57,100,2.0,0.444
51,98,2.75,0.49
57,103,2.75,0.5
52,101,3.25,0.228
49,109,3.5,0.246
52,63,3.75,0.094
