Pitch,Velocity,Position,Length
51,112,0.0,0.196
49,112,0.25,0.196
47,112,0.5,0.196
45,112,0.75,0.196
42,119,1.0,0.5
51,101,2.0,0.411
57,100,2.0,0.444
51,98,2.75,0.49
57,103,2.75,0.5
52,101,3.25,0.228
49,109,3.5,0.246
52,63,3.75,0.094
