Pitch,Velocity,Position,Length
59,76,0.0,0.382
54,78,0.5,0.094
47,55,0.75,0.198
49,70,1.0,0.134
51,85,1.25,0.303
54,88,1.5,0.136
56,104,2.5,0.217
54,85,2.75,0.346
47,92,3.5,0.236
49,84,3.75,0.25
