Pitch,Velocity,Position,Length
42,112,0.0,0.367
44,108,0.5,0.134
44,104,0.75,0.144
44,90,1.0,0.269
47,108,1.5,0.134
47,104,1.75,0.144
47,90,2.0,0.269
49,104,2.25,0.309
52,104,2.5,0.309
49,104,3.0,0.309
47,104,3.5,0.309
45,104,3.75,0.25
