Pitch,Velocity,Position,Length
52,98,0.0,0.032
54,105,0.0,0.148
55,92,0.25,0.278
56,111,0.5,0.161
57,93,0.75,0.25
59,102,1.0,0.207
64,99,1.25,0.234
62,99,2.0,0.296
61,111,2.75,0.286
60,72,3.5,0.415
