Pitch,Velocity,Position,Length
54,100,0.0,0.573
57,82,0.5,0.346
59,103,0.75,0.267
57,94,1.0,0.35
54,88,1.25,0.215
52,104,1.5,0.457
54,104,2.0,0.386
