Pitch,Velocity,Position,Length
47,96,0.0,0.034
49,104,0.0,0.263
51,79,0.25,0.225
54,76,0.5,0.159
54,98,0.75,0.257
56,98,1.0,0.261
54,87,1.25,0.267
51,92,1.5,0.255
56,92,1.75,0.255
54,87,2.0,0.325
51,89,2.25,0.242
49,109,2.5,0.255
51,62,2.75,0.205
51,101,3.25,0.242
49,109,3.5,0.207
51,88,3.75,0.209
